GeneIdx,PercentGeneCovered,AverageKMerDepth
>MEG_1466|Biocides|Polyamine_resistance|Spermine/spermidine_acetyltransferase|BLTD,19.6388%,0.293454
>MEG_1467|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,16.129%,0.16129
>MEG_1468|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,16.129%,0.16129
>MEG_1469|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,3.98614%,0.0398614
>MEG_146|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,45.8824%,1.03294
>MEG_1471|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,3.98614%,0.0398614
>MEG_1472|Drugs|betalactams|Class_D_betalactamases|BPU,3.62225%,0.0375162
>MEG_1473|Drugs|betalactams|Class_A_betalactamases|BRO,7.88337%,0.0788337
>MEG_1474|Drugs|betalactams|Class_A_betalactamases|BRO,7.77538%,0.0777538
>MEG_1475|Drugs|betalactams|Class_A_betalactamases|BRO,9.14962%,0.0914962
>MEG_1476|Drugs|betalactams|Class_A_betalactamases|BRO,7.96555%,0.0796555
>MEG_1477|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,6.57143%,0.0657143
>MEG_1478|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,36.0313%,0.362924
>MEG_1479|Drugs|betalactams|Class_D_betalactamases|BSU,15.2284%,0.152284
>MEG_147|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,50.8235%,1.18118
>MEG_1480|Drugs|betalactams|Class_C_betalactamases|BUT,4.22535%,0.0457746
>MEG_1481|Drugs|betalactams|Class_C_betalactamases|BUT,8.01056%,0.102993
>MEG_1482|Drugs|betalactams|Class_C_betalactamases|BUT,4.0747%,0.040747
>MEG_1483|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,5.18337%,0.0518337
>MEG_1484|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,6.94377%,0.0694377
>MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,6.51558%,0.0651558
>MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,8.80399%,0.0880399
>MEG_1487|Metals|Cadmium_resistance|Cadmium_resistance_regulator|CADR,26.1682%,0.327103
>MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,38.3901%,0.417957
>MEG_1489|Drugs|betalactams|Class_B_betalactamases|CAM,5.21127%,0.0521127
>MEG_148|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,43.2941%,1.08235
>MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,25.6881%,0.309961
>MEG_1491|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|CARA,3.29268%,0.0329268
>MEG_1492|Drugs|betalactams|Class_A_betalactamases|CARB,66.1483%,1.23206
>MEG_1493|Drugs|betalactams|Class_A_betalactamases|CARB,66.6268%,1.22249
>MEG_1494|Drugs|betalactams|Class_A_betalactamases|CARB,50.2392%,0.860048
>MEG_1495|Drugs|betalactams|Class_A_betalactamases|CARB,64.4737%,1.15072
>MEG_1496|Drugs|betalactams|Class_A_betalactamases|CARB,62.799%,1.08971
>MEG_1497|Drugs|betalactams|Class_A_betalactamases|CARB,0.717703%,0.00837321
>MEG_1498|Drugs|betalactams|Class_A_betalactamases|CARB,51.555%,0.868421
>MEG_1499|Drugs|betalactams|Class_A_betalactamases|CARB,44.2584%,0.728469
>MEG_149|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,36.9412%,0.682353
>MEG_14|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,6.77966%,0.0677966
>MEG_1500|Drugs|betalactams|Class_A_betalactamases|CARB,50.2392%,0.851675
>MEG_1501|Drugs|betalactams|Class_A_betalactamases|CARB,61.1244%,0.994019
>MEG_1502|Drugs|betalactams|Class_A_betalactamases|CARB,53.2297%,0.913876
>MEG_1503|Drugs|betalactams|Class_A_betalactamases|CARB,55.9809%,1.09211
>MEG_1504|Drugs|betalactams|Class_A_betalactamases|CARB,63.6364%,1.02273
>MEG_1505|Drugs|betalactams|Class_A_betalactamases|CARB,54.7847%,0.803828
>MEG_1506|Drugs|betalactams|Class_A_betalactamases|CARB,60.1675%,1.0933
>MEG_1507|Drugs|betalactams|Class_A_betalactamases|CARB,53.7081%,0.769139
>MEG_1508|Drugs|betalactams|Class_A_betalactamases|CARB,58.0144%,1.02632
>MEG_1509|Drugs|betalactams|Class_A_betalactamases|CARB,57.4163%,0.917464
>MEG_150|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,46.5882%,1.10588
>MEG_1510|Drugs|betalactams|Class_A_betalactamases|CARB,46.6507%,0.62799
>MEG_1511|Drugs|betalactams|Class_A_betalactamases|CARB,51.3158%,0.675837
>MEG_1512|Drugs|betalactams|Class_A_betalactamases|CARB,47.9665%,0.630383
>MEG_1513|Drugs|betalactams|Class_A_betalactamases|CARB,35.4067%,0.491627
>MEG_1514|Drugs|betalactams|Class_A_betalactamases|CARB,41.9856%,0.584928
>MEG_1515|Drugs|betalactams|Class_A_betalactamases|CARB,36.6983%,0.388361
>MEG_1516|Drugs|betalactams|Class_A_betalactamases|CARB,42.2249%,0.477273
>MEG_1517|Drugs|betalactams|Class_A_betalactamases|CARB,38.0383%,0.490431
>MEG_1518|Drugs|betalactams|Class_A_betalactamases|CARB,53.819%,0.982374
>MEG_1519|Drugs|betalactams|Class_A_betalactamases|CARB,55.8167%,1.00353
>MEG_151|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,45.4118%,1.11529
>MEG_1520|Drugs|betalactams|Class_A_betalactamases|CARB,51.5247%,0.925342
>MEG_1521|Drugs|betalactams|Class_A_betalactamases|CARB,56.1692%,1.00823
>MEG_1522|Drugs|betalactams|Class_A_betalactamases|CARB,30.42%,0.3042
>MEG_1523|Drugs|betalactams|Class_A_betalactamases|CARB,55.8167%,1.00353
>MEG_1524|Drugs|betalactams|Class_A_betalactamases|CARB,11.2808%,0.173913
>MEG_1525|Drugs|betalactams|Class_A_betalactamases|CARB,29.9659%,0.299659
>MEG_1526|Drugs|betalactams|Class_A_betalactamases|CARB,10.8108%,0.159812
>MEG_1527|Drugs|betalactams|Class_A_betalactamases|CARB,23.5646%,0.25
>MEG_1528|Drugs|betalactams|Class_A_betalactamases|CARB,33.0425%,0.449291
>MEG_1529|Drugs|betalactams|Class_A_betalactamases|CARB,34.0195%,0.367281
>MEG_152|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,17.7007%,0.273723
>MEG_1530|Drugs|betalactams|Class_A_betalactamases|CARB,42.5837%,0.509569
>MEG_1531|Drugs|betalactams|Class_A_betalactamases|CARB,49.8237%,0.921269
>MEG_1532|Drugs|betalactams|Class_A_betalactamases|CARB,53.819%,0.948296
>MEG_1533|Drugs|betalactams|Class_A_betalactamases|CARB,28.9444%,0.289444
>MEG_1534|Drugs|betalactams|Class_A_betalactamases|CARB,29.9659%,0.299659
>MEG_1535|Drugs|betalactams|Class_A_betalactamases|CARB,42.9426%,0.4689
>MEG_1536|Drugs|betalactams|Class_A_betalactamases|CARB,27.512%,0.307416
>MEG_1537|Drugs|betalactams|Class_A_betalactamases|CARB,41.5072%,0.494019
>MEG_1538|Drugs|betalactams|Class_A_betalactamases|CARB,51.9466%,0.941046
>MEG_1539|Drugs|betalactams|Class_A_betalactamases|CARB,20.7991%,0.279671
>MEG_153|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,48.4706%,1.02588
>MEG_1540|Drugs|betalactams|Class_A_betalactamases|CARB,51.9466%,0.941046
>MEG_1541|Drugs|betalactams|Class_A_betalactamases|CARB,29.9659%,0.299659
>MEG_1542|Drugs|betalactams|Class_A_betalactamases|CARB,47.9885%,0.858238
>MEG_1543|Drugs|betalactams|Class_A_betalactamases|CARB,10.0877%,0.149123
>MEG_1544|Drugs|betalactams|Class_A_betalactamases|CARB,30.1826%,0.42696
>MEG_1545|Drugs|betalactams|Class_A_betalactamases|CARB,31.0268%,0.310268
>MEG_1546|Drugs|betalactams|Class_A_betalactamases|CARB,44.2325%,0.790191
>MEG_1547|Drugs|betalactams|Class_A_betalactamases|CARB,55.6206%,1
>MEG_1548|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,33.2283%,0.544882
>MEG_1549|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,19.4489%,0.207455
>MEG_154|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,48.4706%,1.02824
>MEG_1550|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,26.2295%,0.304024
>MEG_1551|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0.15674%,0.0031348
>MEG_1553|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,1.64474%,0.0197368
>MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,9.62733%,0.100932
>MEG_1555|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,14.658%,0.211726
>MEG_1556|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,3.10559%,0.0310559
>MEG_1557|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,3.5313%,0.0401284
>MEG_1558|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,1.10236%,0.0110236
>MEG_1559|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,42.368%,0.613409
>MEG_155|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,48.7059%,1.02353
>MEG_1560|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,25.7911%,0.302215
>MEG_1561|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,18.323%,0.190994
>MEG_1562|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,2.07668%,0.0399361
>MEG_1563|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,46.7717%,0.677165
>MEG_1564|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,45.0394%,0.659843
>MEG_1565|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,27.2441%,0.373228
>MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,21.885%,0.301917
>MEG_1567|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,20.9265%,0.292332
>MEG_1568|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,17.7316%,0.238019
>MEG_1569|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,45.8861%,0.718354
>MEG_156|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,52%,1.24
>MEG_1570|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,49.3671%,0.827532
>MEG_1571|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,48.2595%,0.816456
>MEG_1572|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,45.7278%,0.712025
>MEG_1573|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,25.57%,0.275244
>MEG_1574|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,15.2174%,0.170807
>MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,18.6709%,0.210443
>MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,4.44079%,0.0674342
>MEG_1577|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,1.70015%,0.0170015
>MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,77.0186%,1.3059
>MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,17.5633%,0.199367
>MEG_157|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,48.9412%,1.18118
>MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,76.087%,1.29814
>MEG_1581|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,25.6329%,0.275316
>MEG_1582|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,71.2733%,1.25
>MEG_1583|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,20.5564%,0.205564
>MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,79.6584%,1.33851
>MEG_1585|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,19.7492%,0.203762
>MEG_1586|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,49.3671%,0.827532
>MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,77.0186%,1.25466
>MEG_1588|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,2.07668%,0.0399361
>MEG_1589|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,20.9265%,0.292332
>MEG_158|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,50.3529%,1.15059
>MEG_1590|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,23.6422%,0.311502
>MEG_1591|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,40.8228%,0.662975
>MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,74.3789%,1.27484
>MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,78.626%,1.31908
>MEG_1594|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,31.6045%,0.421394
>MEG_1595|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,14.1005%,0.202593
>MEG_1596|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,12.1556%,0.184765
>MEG_1597|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,33.7115%,0.531605
>MEG_1598|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,60.1297%,1.25608
>MEG_1599|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,59.1572%,1.19449
>MEG_159|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,50.8235%,1.01412
>MEG_15|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,5.62852%,0.0562852
>MEG_1600|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,60.1297%,1.20421
>MEG_1601|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,60.1297%,1.21718
>MEG_1602|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,58.3468%,1.05186
>MEG_1603|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,52.6742%,0.897893
>MEG_1604|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,39.3841%,0.560778
>MEG_1605|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,13.128%,0.166937
>MEG_1606|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,12.6418%,0.168558
>MEG_1607|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,20.4984%,0.322347
>MEG_1608|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,27.7147%,0.327391
>MEG_1609|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,63.047%,1.18152
>MEG_160|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,48.9412%,0.858824
>MEG_1610|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,42.1394%,0.654781
>MEG_1611|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,39.8703%,0.58671
>MEG_1612|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,60.6159%,1.07293
>MEG_1613|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,47.0016%,0.706645
>MEG_1614|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,47.0016%,0.706645
>MEG_1615|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,51.5397%,0.842788
>MEG_1616|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,57.6985%,1.09724
>MEG_1617|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,19.4489%,0.207455
>MEG_1618|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,10.6969%,0.106969
>MEG_1619|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,54.7812%,1.02917
>MEG_161|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,49.4118%,0.988235
>MEG_1620|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,45.7786%,0.855535
>MEG_1621|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,19.2182%,0.384365
>MEG_1622|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,19.2182%,0.384365
>MEG_1623|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,1.2966%,0.012966
>MEG_1624|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,14.1005%,0.202593
>MEG_1625|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,26.5802%,0.286872
>MEG_1626|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,10.6969%,0.106969
>MEG_1627|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,10.6969%,0.106969
>MEG_1628|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,21.3355%,0.213355
>MEG_1629|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,22.2042%,0.222042
>MEG_162|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,57.1765%,1.06353
>MEG_1630|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,47.0016%,0.706645
>MEG_1631|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATP|RequiresSNPConfirmation,16.6934%,0.170144
>MEG_1632|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATP|RequiresSNPConfirmation,21.7105%,0.220395
>MEG_1633|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATS,8.40336%,0.0882353
>MEG_1634|Drugs|betalactams|Class_B_betalactamases|CAU,9.71897%,0.0971897
>MEG_1635|Drugs|betalactams|Class_B_betalactamases|CAU,8.31382%,0.0831382
>MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,7.88571%,0.0788571
>MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,8.45714%,0.0845714
>MEG_1638|Drugs|betalactams|Class_A_betalactamases|CBP,25.1372%,0.277717
>MEG_1639|Drugs|betalactams|Class_B_betalactamases|CCRA,57.6294%,1.23978
>MEG_163|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,58.1176%,1.11294
>MEG_1640|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|CDEA,9.61832%,0.108397
>MEG_1641|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|CDEA,9.92366%,0.11145
>MEG_1642|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CDSA|RequiresSNPConfirmation,5.58376%,0.0558376
>MEG_1643|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOA,2.74542%,0.0274542
>MEG_1644|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB,0.554107%,0.00912647
>MEG_1645|Drugs|betalactams|Class_A_betalactamases|CEPA,46.6742%,0.583991
>MEG_1646|Drugs|betalactams|Class_A_betalactamases|CEPA,46.6742%,0.583991
>MEG_1647|Drugs|betalactams|Class_A_betalactamases|CEPA,45.5468%,0.570462
>MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA,48.2525%,0.599775
>MEG_1649|Drugs|betalactams|Class_A_betalactamases|CEPA,48.929%,0.606539
>MEG_164|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,37.4118%,0.88
>MEG_1650|Drugs|betalactams|Class_A_betalactamases|CEPA,52.3112%,0.652762
>MEG_1651|Drugs|betalactams|Class_A_betalactamases|CEPA,48.478%,0.602029
>MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,3.49493%,0.0372041
>MEG_1653|Drugs|betalactams|Class_C_betalactamases|CEPH,8.91439%,0.105031
>MEG_1654|Drugs|betalactams|Class_C_betalactamases|CEPS,6.26655%,0.0679612
>MEG_1655|Metals|Chromium_resistance|Chromate_ABC_efflux_pump|CEUE,14.0389%,0.140389
>MEG_1656|Drugs|betalactams|Class_C_betalactamases|CFE,19.5575%,0.329204
>MEG_1657|Drugs|betalactams|Class_C_betalactamases|CFE,13.9823%,0.275221
>MEG_1658|Drugs|betalactams|Class_B_betalactamases|CFIA,63.8965%,1.45777
>MEG_1659|Drugs|betalactams|Class_B_betalactamases|CFIA,55.7221%,1.37602
>MEG_165|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,42.5882%,0.868235
>MEG_1660|Drugs|betalactams|Class_B_betalactamases|CFIA,55.1771%,1.34741
>MEG_1661|Drugs|betalactams|Class_B_betalactamases|CFIA,61.0354%,1.44278
>MEG_1662|Drugs|betalactams|Class_B_betalactamases|CFIA,52.1798%,1.16757
>MEG_1663|Drugs|betalactams|Class_B_betalactamases|CFIA,56.5395%,1.38556
>MEG_1664|Drugs|betalactams|Class_B_betalactamases|CFIA,44.9591%,0.990463
>MEG_1665|Drugs|betalactams|Class_B_betalactamases|CFIA,44.8229%,0.961853
>MEG_1666|Drugs|betalactams|Class_B_betalactamases|CFIA,64.8501%,1.49455
>MEG_1667|Drugs|betalactams|Class_B_betalactamases|CFIA,61.1717%,1.44687
>MEG_1668|Drugs|betalactams|Class_B_betalactamases|CFIA,56.7268%,1.28155
>MEG_1669|Drugs|betalactams|Class_B_betalactamases|CFIA,56.5395%,1.35831
>MEG_166|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,61.8824%,1.03765
>MEG_1670|Drugs|betalactams|Class_B_betalactamases|CFIA,58.0381%,1.26975
>MEG_1671|Drugs|betalactams|Class_B_betalactamases|CFIA,55.4496%,1.32016
>MEG_1672|Drugs|betalactams|Class_B_betalactamases|CFIA,58.3106%,1.34877
>MEG_1673|Drugs|betalactams|Class_B_betalactamases|CFIA,60.3542%,1.44959
>MEG_1674|Drugs|betalactams|Class_B_betalactamases|CFIA,55.1771%,1.34332
>MEG_1675|Drugs|betalactams|Class_B_betalactamases|CFIA,64.5777%,1.50817
>MEG_1676|Drugs|betalactams|Class_B_betalactamases|CFIA,51.4986%,1.1267
>MEG_1677|Drugs|betalactams|Class_B_betalactamases|CFIA,44.2779%,0.833787
>MEG_1678|Drugs|betalactams|Class_B_betalactamases|CFIA,40.6444%,0.677819
>MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR,7.65125%,0.0800712
>MEG_167|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,45.1765%,0.618824
>MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR,15.0607%,0.153846
>MEG_1681|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA,3.19149%,0.0444874
>MEG_1682|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA,3.19149%,0.0444874
>MEG_1683|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRB,26.7892%,0.286267
>MEG_1684|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRB,28.4333%,0.302708
>MEG_1685|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRC,1.86457%,0.0186457
>MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,14.3611%,0.219641
>MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX,57.7895%,0.836842
>MEG_1688|Drugs|betalactams|Class_A_betalactamases|CFX,57.2632%,0.82
>MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,59.2632%,0.875789
>MEG_168|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,34.1176%,0.694118
>MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX,60.4211%,0.895789
>MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX,58.9474%,0.890526
>MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,61.6842%,0.922105
>MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,60.3158%,0.908421
>MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX,60.3158%,0.908421
>MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,13.8776%,0.212245
>MEG_1696|Drugs|betalactams|Class_A_betalactamases|CFX,60.2105%,0.907368
>MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX,59.2632%,0.876842
>MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,61.0526%,0.915789
>MEG_1699|Drugs|betalactams|Class_A_betalactamases|CGA,16.1066%,0.179606
>MEG_169|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,44.9412%,0.847059
>MEG_16|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,17.5389%,0.181047
>MEG_1700|Drugs|betalactams|Class_B_betalactamases|CGB,24.4039%,0.323983
>MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,11.9816%,0.119816
>MEG_1702|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,2.36088%,0.0236088
>MEG_1703|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,13.5011%,0.135011
>MEG_1704|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,0.183486%,0.00183486
>MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,4.04858%,0.0404858
>MEG_1706|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,0.881705%,0.00881705
>MEG_1707|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,12.0168%,0.138655
>MEG_1708|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,12.8945%,0.148783
